Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Outdoor Air Relative Humidity [%](Daily),Environment:Site Wind Speed [m/s](Daily),Environment:Site Wind Direction [deg](Daily),Environment:Site Horizontal Infrared Radiation Rate per Area [W/m2](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),THERMAL ZONE: BOX:Zone Outdoor Air Wind Speed [m/s](Daily),GSHPCLG:Heat Pump Electric Power [W](Daily),GSHPCLG:Heat Pump Source Side Inlet Temperature [C](Daily),GSHPHEATING:Heat Pump Electric Power [W](Daily),GSHPHEATING:Heat Pump Source Side Inlet Temperature [C](Daily) ,THERMAL ZONE: BOX:Zone Mean Air Temperature [C](Daily)
 12/29,1.814236111,1.526135026,95.35069444,2.612847222,187.1527778,284.3993056,15.19791667,1.583333333,1.233788282,0,12.85866308,1494.918285,12.85866308,18.9674161
 12/30,6.214236111,6.184867534,99.59027778,1.482986111,169.9652778,320.3993056,11.81597222,0,0.700267077,0,12.85760942,1325.034805,12.85760942,18.96259978
 12/31,6.257638889,5.016196201,83.00347222,4.375,298.3680556,293.3159722,18.92708333,23.95833333,2.065878054,0,12.87061276,1108.285446,12.87061276,18.98130646
 01/01,0.459722222,-1.256461174,71.15625,4.824305556,306.7361111,256.9444444,18.74305556,14.95833333,2.278040451,0,12.86106467,1301.136457,12.86106467,18.97953828
 01/02,-0.59375,-3.007805914,58.34027778,4.324305556,320.6597222,241.5208333,17.08333333,86.83333333,2.041940102,0,12.84780588,1348.390378,12.84780588,18.97834249
 01/03,-2.038541667,-2.947567706,83.57986111,2.209375,183.2986111,244.6666667,16.1875,91.75,1.043268417,0,12.83779121,1406.076267,12.83779121,18.97191731
 01/04,2.471875,1.314489226,81.92708333,6.407638889,164.0625,285.0763889,15.625,1.625,3.025691556,0,12.83136972,1394.632695,12.83136972,18.97710563
 01/05,4.140972222,3.766719219,94.40625,5.879861111,185.7986111,299.8680556,13.0625,0,2.776474521,0,12.82488312,1409.729991,12.82488312,18.97255957
 01/06,4.688541667,3.476178324,83.02430556,3.448958333,294.9652778,281.2569444,17.99305556,86.48611111,1.628600532,0,12.82801847,1265.997543,12.82801847,18.97281859
 01/07,4.623958333,3.882495407,89.16666667,3.005208333,213.9583333,291.4166667,19.04861111,5.916666667,1.419061473,0,12.8292686,1241.896887,12.8292686,18.9838561
 01/08,7.385763889,5.751535669,78.52083333,4.287847222,273.6458333,304.4826389,18.82986111,6.166666667,2.024724451,0,12.83633465,1102.638127,12.83633465,18.98242142
 01/09,7.648611111,5.550002305,74.05902778,6.466666667,257.8819444,307.7604167,19.04166667,4.25,3.053564514,0,12.83487766,1125.589873,12.83487766,18.98178133
 01/10,8.515277778,6.454388193,74.6875,7.111111111,266.7013889,310.9097222,18.72916667,4.583333333,3.35787163,0,12.83779903,1070.68485,12.83779903,18.98425751
 01/11,2.569791667,0.418856153,67.82291667,4.222222222,286.9444444,266.4618056,22.19791667,73.78472222,1.99373628,0,12.83381065,1122.421301,12.83381065,18.97864268
 01/12,1.685416667,-0.47374326,66.11805556,4.246180556,302.3263889,259.8645833,21.79513889,50.04166667,2.005049422,0,12.8135817,1366.144627,12.8135817,18.9732143
 01/13,5.184027778,3.97207525,82.45138889,3.165277778,230.2430556,296.3159722,22.88310185,6.791666667,1.494646376,0,12.80220594,1359.084776,12.80220594,18.96543105
 01/14,7.639930556,6.820621159,89.47916667,4.601736111,211.9791667,314.5590278,21.39351852,5.75,2.172943004,0,12.81218949,1125.009617,12.81218949,18.98216674
 01/15,7.926736111,6.980784301,88.31944444,4.653125,200.7986111,324.1006944,21.76041667,5.541666667,2.197208873,0,12.81850428,1062.659766,12.81850428,18.98522469
 01/16,8.120138889,6.815210795,83.94097222,8.436458333,190.2430556,323.40625,15.43634259,0,3.983701513,0,12.81885039,1075.896016,12.81885039,18.98488597
 01/17,5.307291667,4.532026561,89.98263889,7.029513889,193.75,301.4236111,15.68634259,0,3.319341365,0,12.80981348,1179.167052,12.80981348,18.98467008
 01/18,3.204513889,1.809009686,79.45486111,4.895486111,205.8333333,270.3055556,24.7650463,52.1712963,2.311651959,0,12.80538851,1178.511915,12.80538851,18.9814826
 01/19,3.216666667,2.283063439,86.39236111,6.304166667,178.0902778,279.6145833,18.29398148,0.791666667,2.9768319,0,12.78513922,1425.771716,12.78513922,18.97058488
 01/20,4.164236111,2.86627776,82.22569444,5.664236111,211.1458333,282.7465278,25.96296296,38.125,2.674656245,0,12.78067518,1328.601034,12.78067518,18.97047184
 01/21,4.957638889,3.480451351,79.89930556,7.299305556,203.5763889,286.3159722,21.08449074,15.875,3.446737178,0,12.78509917,1210.838667,12.78509917,18.98402424
 01/22,3.91875,2.3850523,78.16666667,5.521180556,224.1666667,283.2256944,17.82407407,0,2.607105312,0,12.7842385,1250.591075,12.7842385,18.97680947
 01/23,5.224652778,2.753783576,67.39930556,7.550694444,250.5555556,281.3263889,26.57291667,77.95833333,3.565443187,0,12.78342938,1165.23278,12.78342938,18.97861691
 01/24,5.043402778,3.152529028,74.17013889,4.949305556,231.1458333,279.6770833,27.8125,12.08333333,2.337065538,0,12.78678545,1154.831792,12.78678545,18.97727464
 01/25,5.351388889,4.825024493,93.43055556,3.975694444,134.5486111,306.5381944,18.80902778,0,1.877325692,0,12.77857035,1243.728572,12.77857035,18.97673331
 01/26,3.39375,2.221129938,82.42013889,5.878472222,282.8125,287.09375,22.49652778,13.125,2.775818686,0,12.77104622,1327.570335,12.77104622,18.969457
 01/27,2.621875,1.787517908,87.06597222,4.178125,192.1875,280.8333333,19.96875,0,1.972913541,0,12.75402391,1470.500804,12.75402391,18.96761733
 01/28,7.847222222,5.945063226,76.58680556,5.95,233.8194444,299.7673611,31.00694444,34.83333333,2.809594153,0,12.76984356,1097.059187,12.76984356,18.98514398
 01/29,6.754513889,5.48535255,83.51041667,3.684027778,198.9930556,313.1145833,30.77777778,12,1.739600488,0,12.78004411,1063.256543,12.78004411,18.98622614
 01/30,1.898611111,0.231923718,74.58680556,2.699652778,165.3125,261.03125,25.66898148,103.6458333,1.274777926,0,12.77722638,1132.487209,12.77722638,18.97907434
 01/31,9.070486111,8.088054948,88.08680556,9.353819444,203.5416667,330.7708333,27.24421296,7.458333333,4.41688007,0,12.77656204,1093.217048,12.77656204,18.9857722
 02/01,-0.909027778,-1.881176953,82.75347222,2.604166667,150.7291667,258.5590278,33.68981481,21.29166667,1.229689318,0,12.77182597,1216.832058,12.77182597,18.9835534
 02/02,3.546180556,3.430245704,98.22222222,2.8125,150.1388889,305.3506944,22.84722222,0,1.328064463,0,12.75687248,1347.02941,12.75687248,18.97008976
 02/03,5.735416667,5.275037017,93.74652778,1.284027778,258.5416667,313.6458333,24.89467593,0,0.606318813,0,12.75721155,1241.621733,12.75721155,18.97408271
 02/04,5.857291667,5.089138918,89.54513889,2.25,167.7777778,309.4340278,30.25347222,10,1.06245157,0,12.76792206,1075.991602,12.76792206,18.98622581
 02/05,8.368055556,7.326547591,86.97222222,5.715625,206.9097222,322.5138889,37.06018519,12.54166667,2.698922114,0,12.77859862,962.292419,12.77859862,19.00704463
 02/06,9.749652778,7.426444568,73.17708333,5.888541667,245.7986111,318.4236111,37.43981481,51.25,2.780573485,0,12.79175948,829.8487493,12.79175948,19.01591126
 02/07,5.843402778,4.27461472,78.89583333,2.986458333,220.7986111,287.0347222,31.45833333,6.208333333,1.410207709,0,12.78875759,992.8271638,12.78875759,18.98909597
 02/08,8.903472222,8.04094437,89.84027778,3.730555556,222.9166667,316.3611111,36.92824074,20.08333333,1.761570937,0,12.7858185,949.9146055,12.7858185,19.00783243
 02/09,8.302430556,7.408386628,89.12152778,5.177777778,180.8333333,322.6284722,26.82986111,0,2.444950281,0,12.77992817,1089.130443,12.77992817,18.97976712
 02/10,5.435763889,3.289025939,71.48263889,6.058333333,226.875,287.0277778,40.76388889,89.39351852,2.860749229,0,12.77657286,1069.781353,12.77657286,18.98160251
 02/11,2.984375,2.54944852,93.33680556,1.109375,123.0902778,283.28125,28.35069444,0,0.523847649,0,12.77028333,1181.563262,12.77028333,18.97980058
 02/12,2.788888889,1.522846574,81.14930556,1.770833333,255,284.6423611,41.54166667,28.125,0.836188736,0,12.76546612,1149.649595,12.76546612,18.98084147
 02/13,2.128819444,1.162442836,84.96180556,2.215625,124.9652778,285.3506944,40.50694444,13.625,1.046219671,0,12.76368558,1195.839621,12.76368558,18.98543911
 02/14,1.980902778,1.307475242,89.25347222,2.712847222,134.5486111,281.4513889,44.03125,17.91666667,1.281008352,0,12.76159008,1186.215618,12.76159008,18.977258
 02/15,1.11E-16,-1.200835139,80.87152778,1.582986111,210.4166667,252.6423611,30.22685185,158.2083333,0.747487147,0,12.76234327,1150.822445,12.76234327,18.98608827
 02/16,-0.363194444,-1.42947028,81.91666667,2.543055556,330.2430556,266.2847222,47.7962963,48.21064815,1.200832608,0,12.75534879,1301.415094,12.75534879,18.96687676
 02/17,0.555208333,-0.814021689,77.94791667,3.695486111,267.9166667,269.8194444,45.65393519,85.06944444,1.745011121,0,12.75132221,1276.842564,12.75132221,18.96824489
 02/18,-0.090277778,-1.705061824,73.59375,3.632638889,198.0208333,253.5625,42.33680556,130.1469907,1.715334619,0,12.75897353,1138.760149,12.75897353,18.98893973
 02/19,0.275694444,-1.095565518,78.53819444,1.816319444,252.2916667,254.2326389,30.50115741,184.9282407,0.857667309,0,12.76462975,1095.100828,12.76462975,19.00406833
 02/20,-0.55,-1.993070956,76.70138889,3.804513889,34.16666667,253.4548611,41.80208333,140.25,1.796494114,0,12.76817067,1107.733925,12.76817067,18.99952314
 02/21,2.085416667,0.949122337,82.35416667,3.833680556,39.09722222,285.4444444,50.27662037,17.91666667,1.810266634,0,12.763919,1180.260967,12.763919,18.98255431
 02/22,4.34375,2.625003754,75.77083333,3.416319444,278.1597222,296.5381944,53.03819444,21.33333333,1.613188426,0,12.76685807,1100.03959,12.76685807,18.98581034
 02/23,2.386805556,1.236049498,81.85763889,1.501736111,52.60416667,295.9791667,37.34027778,0,0.70912084,0,12.7604297,1290.170913,12.7604297,18.97013017
 02/24,0.770138889,-0.682903999,77.15972222,3.236805556,111.0763889,276.2048611,55.81712963,28,1.528421843,0,12.75064236,1323.670501,12.75064236,18.96688292
 02/25,-0.323263889,-1.913423271,74.40625,2.636458333,107.8125,261.2222222,58.66319444,48.58333333,1.244937465,0,12.75405955,1234.218841,12.75405955,18.9801108
 02/26,4.564583333,3.735269494,87.35416667,3.999652778,166.5277778,308.5798611,39.35069444,0.041666667,1.888638833,0,12.75966148,1186.384191,12.75966148,18.98513259
 02/27,10.18993056,9.197926162,88.68402778,2.905902778,223.9236111,324.2361111,57.84027778,15.70833333,1.37216932,0,12.7797234,893.6680709,12.7797234,19.01337423
 02/28,9.727430556,8.025656417,80.75347222,2.571180556,249.2708333,316.3541667,60.69097222,32.54166667,1.214113253,0,12.79857688,785.9062719,12.79857688,19.02195439
 03/01,1.327083333,0.147417134,80.86111111,6.1625,52.5,278.3402778,58.34722222,53.70833333,2.909936801,0,12.79898412,918.468632,12.79898412,19.00745031
 03/02,2.739583333,1.223320036,76.5625,7.411805556,54.16666667,297.4375,40.25578704,0,3.499859757,0,12.78519162,1156.568514,12.78519162,18.97782145
 03/03,2.371875,0.77058923,74.81597222,5.373958333,48.92361111,293.75,43.46412037,1,2.537586876,0,12.77723168,1188.086916,12.77723168,18.97633993
 03/04,1.964236111,-0.327049534,65.16319444,3.622222222,102.4305556,281.7673611,62.80787037,26.54166667,1.710415862,0,12.78474329,1032.335195,12.78474329,19.00250192
 03/05,5.613888889,3.988373261,77.39930556,3.957638889,308.3680556,307.34375,60.99421296,12.08333333,1.868799846,0,12.79495239,947.534526,12.79495239,19.00881145
 03/06,6.153125,4.74983767,81.10416667,2.528125,292.5347222,311.4895833,58.87152778,7.583333333,1.19378239,0,12.80790084,848.3477791,12.80790084,19.01565701
 03/07,6.083333333,4.198207687,74.84027778,1.751736111,180.1041667,312.4895833,47.32060185,3.958333333,0.827171014,0,12.81411236,852.9224895,12.81411236,19.01432448
 03/08,5.339236111,3.32684296,73.23611111,3.050347222,129.7222222,290.7083333,57.31134259,71.91666667,1.440376087,0,12.81992072,811.9628455,12.81992072,19.02853645
 03/09,2.754166667,0.746427831,73.15277778,3.154166667,129.7222222,259.9513889,47.42361111,188.5081019,1.489399702,0,12.81821231,920.4478843,12.81821231,19.00266797
 03/10,6.235416667,5.087369732,85.28472222,2.582986111,196.4583333,308.8090278,68.81018519,12.08333333,1.219687845,0,12.81597149,973.7971775,12.81597149,18.98400585
 03/11,7.941666667,5.613283926,73.27083333,2.807986111,169.6527778,299.0486111,71.47222222,82.29166667,1.325933002,0,12.83197418,710.9421955,12.83197435,19.05131119
 03/12,7.016666667,5.709272912,83.18055556,3.108680556,178.0902778,297.3368056,66.9375,32.375,1.467921128,0,12.84084565,758.2575483,12.84084565,19.0227883
 03/13,10.15486111,7.061864002,68.80208333,3.458333333,166.8402778,302.2256944,53.19444444,182.9583333,1.633027414,0,12.85273501,587.5586149,12.85273501,19.0768257
 03/14,9.143055556,7.166868686,77.81597222,2.815277778,190.6597222,310.4930556,78.21875,31.41666667,1.329376132,0,12.86432957,604.5603133,12.86432957,19.04890013
 03/15,11.22777778,8.587983088,74.26041667,3.217708333,203.9583333,315.3055556,47.80208333,208.4583333,1.519404121,0,12.87431615,487.251009,12.87431615,19.11974686
 03/16,9.424652778,6.873354372,70.40972222,5.238194444,257.3263889,306.6458333,57.6875,6.625,2.473479073,0,12.87255456,727.7637206,12.87255456,19.00824648
 03/17,11.16215278,8.44704865,70.56597222,5.315972222,237.9166667,317.8055556,79.70486111,24.58333333,2.510205794,0,12.86434483,765.3746165,12.86434483,19.01373579
 03/18,8.522569444,5.925570626,68.4375,5.075347222,276.6666667,307.9548611,80.76388889,31,2.396582501,0,12.87740183,634.1480994,12.87740183,19.03733555
 03/19,6.017013889,2.844258911,59.94791667,3.5875,271.9791667,280.8472222,61.81597222,189.0416667,1.694020004,0,12.87487969,706.7285734,12.87487969,19.05221224
 03/20,7.546527778,4.238739374,59.29166667,3.7125,240.0347222,301.4513889,77.69444444,67.875,1.753045091,0,12.88378114,658.4138039,12.88378114,19.04703919
 03/21,8.913541667,7.814301341,86.48263889,3.933333333,222.5,318.3784722,62.18171296,4.083333333,1.857322745,0,12.88470712,734.7676875,12.88470712,19.02167194
 03/22,8.297569444,5.846866423,70.79861111,4.414930556,254.0625,306.6180556,75.66550926,126.775463,2.08473329,0,12.89000239,632.6576258,12.89000239,19.05421627
 03/23,5.804513889,2.593999532,58.80555556,5.268402778,259.4791667,275.9583333,74.02662037,165.7581019,2.487743469,0,12.88794873,798.9539688,12.88794873,19.01323783
 03/24,5.519444444,2.709841011,63.76736111,4.390277778,293.6458333,277.6805556,90.89814815,101.5844907,2.073092231,0,12.88273683,856.4599088,12.88273683,19.01072185
 03/25,4.6125,1.641721868,61.23611111,2.725694444,137.8819444,269.0763889,52.71180556,236.2916667,1.287074819,0,12.89553642,663.0627553,12.89553642,19.05640592
 03/26,2.614583333,0.194592877,67.19791667,1.829861111,120.2777778,259.4618056,71.66319444,197.75,0.864061694,0,12.90135722,709.3055144,12.90135722,19.04550458
 03/27,3.965972222,1.513635005,66.20138889,2.816319444,181.8402778,291.0243056,85.44444444,15.375,1.329868007,0,12.90089382,801.2833793,12.90089382,19.02068111
 03/28,5.909027778,2.933802226,61.81944444,3.257986111,166.7708333,300.5451389,86.23263889,17.25,1.538423316,0,12.90138086,791.4007697,12.90138086,19.02429306
 03/29,7.638194444,4.850419435,65.01388889,4.113541667,167.1527778,307.5104167,90.25,21.79166667,1.942417246,0,12.90739626,744.9239319,12.90739626,19.03265176
 03/30,9.732291667,7.381918986,73.32291667,5.420833333,207.8819444,315.2395833,78.38541667,10.79166667,2.559721284,0,12.91016725,809.0222575,12.91016725,19.00723688
 03/31,5.821527778,5.008679522,89.47222222,3.159375,160,294.59375,72.47916667,25.125,1.49185908,0,12.90242585,959.7790815,12.90242585,18.98185551
 04/01,9.514236111,7.902914471,81.60763889,6.244444444,229.1666667,318.3402778,84.26388889,18.54166667,2.948631025,0,12.96196118,4.23016394,12.96196118,14.11355801
 04/02,9.368402778,8.324530629,87.65277778,6.683333333,220.0694444,320.25,69.26967593,2.041666667,3.155874665,0,12.99315185,0,12.99315185,13.41045277
 04/03,6.650694444,4.509439701,73.48611111,4.231944444,233.9583333,286.0451389,86.64930556,184.8472222,1.99832712,0,13.0076914,0,13.0076914,13.22234983
 04/04,6.929166667,5.076015521,77.22916667,7.288888889,195.0694444,301.2673611,92.76736111,52.29166667,3.441818421,0,13.01864973,0,13.01864973,13.32326082
 04/05,7.423611111,5.240329009,73.56944444,5.865625,249.1319444,310.2152778,103.9953704,41.04166667,2.769752219,0,13.02788166,0,13.02788166,12.9245739
 04/06,6.422222222,4.93630179,80.56597222,6.037152778,210.9375,290.2673611,86.65509259,14.33333333,2.850747755,0,13.03605791,0,13.03605791,11.40190412
 04/07,8.003125,5.409516079,68.64930556,5.921527778,246.0763889,297.6736111,101.181713,62.54166667,2.79614955,0,13.0437587,0,13.0437587,11.09048722
 04/08,9.209027778,6.922834034,74.13194444,4.109027778,240.3472222,311.6875,104.4409722,67.875,1.940285785,0,13.05106967,0,13.05106967,12.63372746
 04/09,9.643055556,7.582439576,77.43402778,4.628819444,215.7638889,304.9930556,96.60763889,144.0833333,2.185731772,0,13.0581027,0,13.0581027,13.99380151
 04/10,11.14201389,8.396820646,72.32986111,5.194791667,180.1736111,319.75,107.474537,32.79166667,2.452984251,0,13.06477801,0,13.06477801,14.44779895
 04/11,11.50277778,9.534427331,78.55555556,5.141319444,190.4166667,315.8402778,110.4513889,35.125,2.42773463,0,13.07027944,0,13.07027944,14.62152052
 04/12,13.01631944,10.74618088,77.72222222,3.392708333,149.1319444,330.6944444,107.0381944,61.95833333,1.602039243,0,13.07711755,0,13.07711755,15.0167391
 04/13,9.046527778,7.663379525,83.11805556,5.436458333,56.5625,318.1666667,89.40277778,12.625,2.567099419,0,13.08385366,0,13.08385366,13.85290162
 04/14,7.094097222,4.345088224,66.01736111,6.083333333,42.32638889,292.9131944,62.75231481,273.25,2.872554246,0,13.09050216,0,13.09050216,13.05008158
 04/15,8.333680556,6.350602601,76.15277778,4.088541667,51.73611111,305.9201389,79.42592593,176.2916667,1.930612229,0,13.09708067,0,13.09708067,14.16593381
 04/16,5.698611111,2.831192139,63.17361111,5.659027778,63.19444444,280.8645833,103.7847222,202,2.672196866,0,13.10360498,0,13.10360498,14.34637469
 04/17,3.770833333,1.17872687,62.73958333,5.537847222,65.52083333,279.4652778,122.8298611,94.83333333,2.614975324,0,13.11008703,0,13.11008703,13.52734538
 04/18,4.465625,3.077795836,80.60416667,4.032291667,243.4375,290.3993056,116.2858796,48.75,1.904050939,0,13.11653713,0,13.11653713,12.79266937
 04/19,3.428472222,1.755740095,75.32986111,6.899652778,156.5625,283.4444444,114.4305556,76.95833333,3.258020857,0,13.12296255,0,13.12296255,11.92623441
 04/20,2.74375,0.683001831,70.20833333,3.066319444,237.9861111,266.1875,110.9756944,146.875,1.447918182,0,13.12935112,0,13.12935112,10.77147853
 04/21,5.228472222,3.628958182,78.26041667,3.517361111,258.7152778,297.6215278,113.3506944,37.16666667,1.660900372,0,13.13570461,0,13.13570461,10.44079682
 04/22,6.613194444,3.123762491,57.1875,4.240972222,316.6666667,284.5798611,123.0381944,152.6736111,2.002590043,0,13.14207114,0,13.14207114,12.21291018
 04/23,7.151041667,4.534082471,68.96875,1.683333333,263.9583333,304.7743056,125.8009259,38.58333333,0.794871175,0,13.14842997,0,13.14842997,13.39206664
 04/24,8.832638889,5.692546183,64.27083333,3.105555556,195.3819444,307.7152778,132.6712963,31.04166667,1.466445501,0,13.1547834,0,13.1547834,14.24681914
 04/25,7.210763889,4.288181787,64.92013889,3.664930556,95.10416667,294.3888889,128.3113426,80.81944444,1.730582766,0,13.16113342,0,13.16113342,13.99525507
 04/26,7.219791667,5.422635169,79.05555556,3.251736111,111.3541667,302.8055556,98.59722222,141.6388889,1.535472061,0,13.16748034,0,13.16748034,13.7698747
 04/27,7.066666667,4.391323506,70.29513889,3.112847222,68.125,285.1701389,68.22800926,293.7175926,1.469888631,0,13.17364753,0,13.17364753,13.04904025
 04/28,7.349652778,4.647112648,69.44097222,1.536111111,103.1944444,285.8090278,109.5752315,163.4490741,0.725352739,0,13.17968129,0,13.17968129,13.4654217
 04/29,6.706944444,5.552133428,84.88888889,4.921875,132.1875,307.1527778,92.16898148,2.75,2.32411281,0,13.18571575,0,13.18571575,13.59794317
 04/30,6.633333333,5.29224635,82.63888889,6.506944444,46.97916667,315.8888889,104.3761574,15.04166667,3.072583708,0,13.1917514,0,13.1917514,12.34420361
 05/01,10.96284722,8.593951506,74.28472222,4.837847222,295.0347222,320.3645833,87.39583333,187.7083333,2.284434835,28.81591092,13.2040764,0,13.2040764,14.27584124
 05/02,8.754861111,4.823277186,54.73263889,4.846527778,330.2430556,301.6944444,130.1851852,100.1666667,2.288533799,59.89728346,13.22104434,0,13.22104434,16.08156602
 05/03,7.979861111,4.404624864,58.56597222,2.528819444,178.6458333,293.2256944,135.6111111,119.0416667,1.194110307,57.27154072,13.23094197,0,13.23094197,16.06248817
 05/04,7.569791667,3.68398655,56.85416667,1.958333333,52.08333333,281.2013889,144.6631944,102.6666667,0.924726367,19.96352021,13.23033212,0,13.23033212,15.41189228
 05/05,9.420833333,5.651553749,59.3125,3.786458333,95.76388889,299.7569444,105.0659722,215.2083333,1.787968268,27.98985436,13.2356819,0,13.2356819,15.7184226
 05/06,9.440277778,5.431622225,55.48958333,3.216666667,56.70138889,298.9444444,80.51388889,274.9166667,1.518912245,74.53731367,13.25293827,0,13.25293827,16.83130846
 05/07,8.333680556,5.471548483,68.54861111,4.385069444,41.35416667,292.7430556,107.6319444,195.75,2.070632852,74.06190511,13.26398679,0,13.26398679,16.87806925
 05/08,9.204513889,6.243986322,68.51388889,6.445486111,37.74305556,300.7916667,125.9479167,159.5416667,3.04356304,71.73487435,13.27171652,0,13.27171652,16.61328531
 05/09,10.59583333,7.946471667,71.59722222,7.7625,37.39583333,317,122.6041667,111.5416667,3.665457918,61.36856144,13.27656325,0,13.27656325,16.31051349
 05/10,12.49930556,11.26989592,87.56944444,4.653125,47.43055556,342.3784722,110.9930556,79.25,2.197208873,62.70573222,13.28287917,0,13.28287917,16.38806132
 05/11,14.05659722,11.21227181,74.43055556,6.317708333,39.16666667,330.7326389,106.8310185,214.7916667,2.983226285,46.32112258,13.28556304,0,13.28556304,16.51621128
 05/12,12.89965278,10.18464458,73.76041667,5.953125,36.00694444,332.9340278,105.8726852,162.5833333,2.81106978,50.87987251,13.29168842,0,13.29168842,16.76445207
 05/13,9.597916667,7.822571902,80.09027778,3.479513889,88.26388889,321.7222222,107.7418981,121.4166667,1.643028887,71.81447198,13.30288828,0,13.30288828,16.9192746
 05/14,10.01284722,7.782972695,75.06944444,5.136805556,194.4444444,319.7048611,137.505787,65.70833333,2.425603169,72.88779116,13.31196559,0,13.31196559,16.73481622
 05/15,8.498611111,4.461034656,55.76736111,5.946875,226.8402778,293.46875,135,148.7916667,2.808118526,58.38586826,13.31569972,0,13.31569972,16.1276234
 05/16,9.658333333,8.194203049,83.02777778,6.2125,184.5138889,322.65625,110.4027778,57.66666667,2.933546836,48.04739527,13.31921283,0,13.31921283,15.67700167
 05/17,14.91875,12.72479231,79.06944444,6.638541667,162.0833333,348.6388889,142.3402778,29.66666667,3.134724008,59.25322529,13.32670189,0,13.32670189,15.97897725
 05/18,11.42465278,8.09124459,65.99652778,4.032291667,183.9583333,309.2916667,112.3287037,204.3333333,1.904050939,35.83200426,13.32839965,0,13.32839965,15.97828798
 05/19,11.37083333,8.150152386,67.47569444,1.946875,216.1805556,312.3506944,131.4814815,178.2083333,0.919315734,37.96272249,13.33291204,0,13.33291204,16.23709905
 05/20,8.522222222,7.245298181,84.13194444,3.220486111,318.5069444,315.5208333,103.0925926,2.416666667,1.520715789,60.31604077,13.3439553,0,13.3439553,16.2225103
 05/21,10.63402778,8.163104808,74.20833333,3.135763889,250.625,321.1423611,144.724537,90.625,1.480709897,48.77783939,13.34887999,0,13.34887999,15.79181492
 05/22,12.05347222,9.409152026,73.78472222,2.445833333,151.6319444,315.0104167,148.625,36.91666667,1.154924207,69.24360113,13.35974275,0,13.35974275,16.46805608
 05/23,15.08368056,11.31717589,65.82986111,4.135069444,93.09027778,340.7256944,143.2430556,63.75,1.952582678,78.88393975,13.37019198,0,13.37019198,16.99019641
 05/24,16.72569444,12.87174129,67.13888889,4.454513889,73.26388889,343.1180556,152.1597222,53.375,2.103424567,97.81200373,13.38279387,0,13.38279387,17.62775222
 05/25,12.28541667,10.27153401,79.74305556,5.449652778,59.16666667,337.2881944,127.1527778,20.875,2.573329845,51.15911511,13.38102807,0,13.38102807,16.77801393
 05/26,10.00243056,8.915499092,87.33333333,6.106944444,48.50694444,332.9201389,105.7361111,2.291666667,2.883703429,15.66412952,13.37520452,0,13.37520452,15.32019998
 05/27,9.997222222,9.214877951,90.86805556,3.271527778,46.52777778,330.5,106.1076389,2.291666667,1.5448177,36.75176018,13.38133884,0,13.38133884,15.15748378
 05/28,10.89756944,9.384892112,84.03819444,3.075694444,170.5902778,319.9861111,150.8958333,46.16666667,1.452345063,43.09002024,13.38888591,0,13.38888591,15.4146606
 05/29,12.81770833,10.60195394,78.57638889,3.407291667,179.4791667,321.2673611,140.90625,114.6666667,1.608925503,67.33676893,13.40103123,0,13.40103123,16.30075676
 05/30,12.54618056,10.71509285,80.66319444,6.645486111,194.6180556,338.0034722,138.8020833,28.04166667,3.13800318,72.4513192,13.4109568,0,13.4109568,16.61436319
 05/31,13.22638889,9.145237191,60.64583333,6.497569444,237.0833333,317.9652778,125.4513889,221.125,3.068156827,76.20118151,13.41892444,0,13.41892444,16.75624291
 06/01,13.46354167,11.99389656,85.71180556,3.120833333,151.5277778,341.7743056,129.8310185,55.25,1.473659678,52.21031485,13.42077479,0,13.42077479,16.87204584
 06/02,12.62430556,10.63600118,79.96180556,2.652083333,199.0625,331.2048611,152.0740741,74.58333333,1.252315601,57.34771438,13.42596742,0,13.42596742,16.86217662
 06/03,12.99375,11.57972163,85.29513889,2.834375,162.8472222,334.5590278,150.1990741,29.75,1.338393853,82.70842473,13.43757399,0,13.43757399,17.00257879
 06/04,14.48854167,11.6535247,73.35416667,2.682638889,206.5625,330.8888889,162.9224537,67.5,1.266743956,93.97629086,13.4485274,0,13.4485274,17.51428505
 06/05,13.30590278,10.91443004,76.16666667,4.739236111,39.79166667,340.2708333,130.0393519,151.875,2.237870599,119.2571204,13.46259809,0,13.46259809,18.35747056
 06/06,12.03194444,9.07843915,69.91319444,6.4875,51.90972222,318.9791667,91.3599537,306.2083333,3.063402028,108.4246285,13.46957408,0,13.46957408,18.26662785
 06/07,16.93194444,14.25711174,76.67708333,3.44375,75.79861111,348.9895833,156.4861111,63.83333333,1.626141154,125.1373904,13.47998491,0,13.47998491,18.63376147
 06/08,18.09930556,15.09678323,74.37152778,4.896527778,208.1597222,359.3541667,109.1342593,240.2083333,2.312143834,115.7830774,13.4863841,0,13.4863841,18.91730638
 06/09,15.96770833,12.89440474,71.66319444,3.982638889,266.7708333,353.5555556,160.6145833,45.625,1.880604863,104.3199674,13.48963813,0,13.48963813,18.638577
 06/10,14.26736111,10.876007,67.45833333,3.697222222,235.0694444,335.2152778,166.0358796,46.75,1.745830914,120.3880297,13.49805983,0,13.49805983,18.58201279
