Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Wetbulb Temperature [C](Daily),Environment:Site Outdoor Air Relative Humidity [%](Daily),Environment:Site Wind Speed [m/s](Daily),Environment:Site Wind Direction [deg](Daily),Environment:Site Horizontal Infrared Radiation Rate per Area [W/m2](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),THERMAL ZONE: BOX:Zone Outdoor Air Wind Speed [m/s](Daily),GSHPCLG:Heat Pump Electric Power [W](Daily),GSHPCLG:Heat Pump Source Side Inlet Temperature [C](Daily),GSHPHEATING:Heat Pump Electric Power [W](Daily),GSHPHEATING:Heat Pump Source Side Inlet Temperature [C](Daily) ,THERMAL ZONE: BOX:Zone Mean Air Temperature [C](Daily)
 07/19,16.06944444,13.02801374,72.08333333,2.911458333,258.0902778,362.3402778,151.0185185,43.5,1.374792657,145.013717,13.74832108,0,13.74832108,19.42261854
 07/20,16.32708333,12.92820173,69.47222222,2.483680556,280.7638889,352.3923611,155.9965278,57.45833333,1.172795692,153.5654501,13.75301117,0,13.75301117,19.6495977
 07/21,16.371875,13.07540885,70.65277778,1.470833333,236.7708333,348.7951389,144.119213,111.8333333,0.694528527,122.9636984,13.74962381,0,13.74962381,19.36409784
 07/22,17.23506944,14.10208468,74.06597222,2.418055556,134.2708333,344.78125,151.8472222,35.375,1.141807521,119.8320501,13.74881839,0,13.74881839,19.23130003
 07/23,17.06527778,14.78151266,79.51041667,3.812152778,185.2083333,350.1875,146.6053241,32.5,1.800101202,160.3881776,13.75928095,0,13.75928095,19.56266353
 07/24,14.57916667,12.55221968,80.57291667,3.757638889,244.5138889,332.1944444,150.5833333,89.29166667,1.774359706,138.1435571,13.75992019,0,13.75992019,18.96313931
 07/25,16.03819444,13.87537402,80.73263889,3.509722222,117.1527778,359.9965278,136.5972222,79,1.657293283,130.6663415,13.75938921,0,13.75938921,18.84636958
 07/26,17.80138889,15.05595808,76.91666667,2.364930556,210.7291667,363.4722222,139.03125,60.45833333,1.116721859,156.1153408,13.76679342,0,13.76679342,19.62488107
 07/27,18.34791667,15.27330442,74.75,2.599652778,225.3472222,357.3020833,119.3784722,193.7916667,1.227557856,175.2431754,13.77557374,0,13.77557374,20.3142006
 07/28,18.41493056,15.55930789,76.91666667,2.138888889,107.6388889,355.7673611,124.6423611,184.9166667,1.009984826,148.8307066,13.77458247,0,13.77458247,20.24524133
 07/29,20.59895833,15.53276077,63.51041667,4.136458333,89.375,360.8854167,99.21180556,231.7916667,1.953238512,155.3418897,13.77642651,0,13.77642651,20.38504098
 07/30,17.3,15.23784686,81.60416667,2.105902778,171.6666667,351.4270833,136.4895833,29.75,0.994408762,183.2464821,13.78527323,0,13.78527323,20.32441519
 07/31,17.61041667,14.90948672,77.34027778,3.315625,232.2222222,362.9201389,144.2048611,71.95833333,1.565640439,148.0156099,13.78141988,0,13.78141988,19.38532126
 08/01,16.24722222,12.46363583,66.23263889,3.878125,253.6458333,348.3645833,137.1805556,109.8333333,1.831253332,148.9043601,13.78136303,0,13.78136303,19.50130603
 08/02,15.92604167,12.20975646,66.10416667,2.300347222,295.6597222,350,145.8194444,57.125,1.086225564,145.4636,13.78154888,0,13.78154888,19.47521182
 08/03,13.97361111,11.11431797,73.86458333,1.379861111,241.5277778,337.9548611,144.8576389,32.66666667,0.65157138,141.1918528,13.78139898,0,13.78139898,19.35809054
 08/04,16.57673611,11.67913841,62.79861111,2.563194444,102.5694444,331.2395833,106.0208333,250.375,1.210342206,112.2201294,13.77514717,0,13.77514717,19.09053433
 08/05,19.50104167,12.96960559,52.37847222,4.395833333,134.7569444,347.3159722,141.3703704,66.91666667,2.075715568,128.411742,13.77707849,0,13.77707849,19.5648228
 08/06,16.11111111,13.4580744,76.11458333,3.383333333,176.4930556,353.3368056,120.8877315,48.41666667,1.597612361,153.3171504,13.78381738,0,13.78381738,19.57150273
 08/07,14.97326389,12.07713469,73.69444444,3.586111111,268.2986111,347.15625,103.0891204,147.5833333,1.69336417,131.8915221,13.78184227,0,13.78184227,19.07271869
 08/08,15.29340278,11.97045338,71.15625,3.496180556,194.9305556,336.9305556,134.0960648,31.83333333,1.650898899,136.4685346,13.78270542,0,13.78270542,19.09074546
 08/09,17.42361111,14.54144339,75.76388889,3.891666667,180.1736111,367.2118056,127.5115741,30.08333333,1.837647716,137.5630404,13.78358405,0,13.78358405,19.07743581
 08/10,15.92361111,13.79800974,81.54513889,4.184375,194.0972222,354.9618056,118.5011574,140.0833333,1.975864796,153.1802417,13.78806071,0,13.78806071,19.41165227
 08/11,15.47569444,13.64065712,83.66666667,2.708680556,54.93055556,353.2395833,134.1851852,31.91666667,1.279040849,98.22060288,13.7775319,0,13.7775319,18.48643613
 08/12,16.96736111,13.90577696,74.12847222,3.2,237.2569444,350.3194444,125.0196759,113.5,1.511042233,110.477841,13.77578329,0,13.77578329,18.77283706
 08/13,17.03368056,14.04511868,74.46527778,3.807986111,330.8333333,341.5729167,114.2361111,165.4166667,1.7981337,159.7667347,13.78671816,0,13.78671816,19.73217771
 08/14,15.86284722,14.0967005,83.55902778,2.094444444,140.3819444,358.0277778,106.2569444,13.95833333,0.988998129,152.4253742,13.78990108,0,13.78990108,19.59746888
 08/15,17.01631944,13.83856765,73.89930556,1.270833333,111.9097222,345.5972222,90.32291667,207.7083333,0.600088387,158.4420545,13.7918704,0,13.7918704,19.82302946
 08/16,18.01944444,13.84265805,68.00347222,1.949305556,190.4861111,337.4340278,87.89583333,218.4166667,0.920463444,176.0492931,13.79756698,0,13.79756698,20.43079917
 08/17,18.98263889,14.96590208,68.69791667,2.035416667,209.0972222,349.0555556,106.4236111,159.4166667,0.961125171,184.6686945,13.80196884,0,13.80196884,20.69459177
 08/18,22.03298611,15.26309413,53.47569444,4.071180556,176.7361111,360.4166667,86.21527778,246.7916667,1.9224143,158.2570131,13.79792594,0,13.79792594,20.50626359
 08/19,22.85034722,15.99393792,53.03472222,2.877430556,182.7777778,372.9548611,71.17361111,277.7916667,1.358724717,168.1539697,13.79840754,0,13.79840754,20.89634419
 08/20,19.16180556,16.57732512,78.22569444,1.859027778,291.7708333,357.8402778,117.5219907,21.75,0.877834214,194.6993037,13.80519982,0,13.80519982,20.8403627
 08/21,18.45416667,14.50143423,67.71180556,2.607291667,242.7777778,358.4444444,94.48263889,200.1666667,1.231164945,174.5365688,13.80301495,0,13.80301495,20.29237249
 08/22,15.50763889,12.40838176,73.60416667,4.225694444,182.1875,339.8090278,116.5138889,90.83333333,1.995375866,160.9006098,13.79915708,0,13.79915708,19.85181163
 08/23,14.83055556,13.55044162,87.80902778,4.017013889,173.2291667,353.3958333,112.59375,96.08333333,1.896836762,139.640002,13.7922286,0,13.7922286,19.01736779
 08/24,14.73715278,12.98859198,83.15277778,4.736458333,217.3263889,344.5798611,119.7581019,29.54166667,2.236558931,123.9140723,13.78563304,0,13.78563304,18.48771878
 08/25,14.76909722,12.58015813,79.04513889,4.010069444,233.5763889,342.0243056,119.962963,42,1.893557591,83.44955085,13.77282906,0,13.77282906,17.78891411
 08/26,13.40138889,11.91590643,85.22222222,3.662847222,226.3194444,336.1006944,116.0740741,51.625,1.729599015,77.38243349,13.76495905,0,13.76495905,17.56174788
 08/27,13.79895833,11.97324602,82.24652778,1.539930556,232.7083333,342.0555556,114.9849537,37.25,0.727156283,111.7713053,13.76865569,0,13.76865569,18.09821415
 08/28,13.58854167,11.86299737,83.64583333,2.950347222,221.5625,336.5555556,113.0578704,66.08333333,1.393156018,119.7085089,13.77093111,0,13.77093111,18.38847402
 08/29,13.68541667,11.04661515,73.81597222,6.521875,315.9375,326.7395833,111.9375,32.5,3.079633927,112.7726838,13.76901324,0,13.76901324,18.29184511
 08/30,12.95208333,11.06993515,80.53125,3.846180556,311.4236111,334.0520833,95.6087963,27.29166667,1.816169143,107.0145365,13.76584581,0,13.76584581,17.97834186
 08/31,13.45902778,10.09057104,67.68402778,3.75,312.0486111,320.4965278,115.7048611,54.75,1.770752617,103.5575485,13.76254927,0,13.76254927,17.96410947
 09/01,16.21736111,12.9913119,70.42708333,1.769097222,257.3611111,363.3854167,109.1770833,31.75,0.835368943,64.21786822,13.75125954,0,13.75125954,17.40455328
 09/02,14.721875,11.98670362,73.57986111,3.196180556,311.1805556,344.15625,108.3576389,29.20833333,1.509238689,56.47286374,13.74303197,0,13.74303197,16.96253906
 09/03,13.17569444,10.11305742,70.20138889,2.970486111,278.6111111,325.7430556,104.369213,88.41666667,1.402665615,81.57718213,13.74390137,0,13.74390137,17.03080046
 09/04,13.34756944,11.35645846,81.71527778,1.110069444,181.4930556,335.9861111,80.84953704,141.25,0.524175566,91.20026778,13.74523811,0,13.74523811,17.31062777
 09/05,12.865625,11.03678527,81.52430556,2.940972222,259.0972222,336.8090278,101.9328704,28.5,1.388729136,83.70209263,13.74243568,0,13.74243568,17.06019507
 09/06,14.59201389,11.7666459,74.03472222,3.624652778,186.25,347.8125,104.4409722,28.20833333,1.711563572,75.36082061,13.7374491,0,13.7374491,16.74894915
 09/07,15.76041667,14.99386529,92.69097222,4.917361111,91.25,362.2118056,95.95833333,18,2.321981349,87.74603983,13.73712418,0,13.73712418,16.87018698
 09/08,15.41458333,13.10218339,78.17013889,4.553125,293.6458333,355.6493056,102.7569444,26,2.149988803,43.86182683,13.72517911,0,13.72517911,16.31247479
 09/09,15.534375,12.16124058,69.9375,3.520486111,246.7708333,332.0798611,77.48263889,191.2083333,1.662375999,54.68270975,13.72059302,0,13.72059302,16.7289412
 09/10,12.72881944,11.28004383,86.16666667,2.022222222,128.7847222,328.9340278,87.39236111,61.875,0.954894745,87.09350769,13.72567021,0,13.72567021,17.02523494
 09/11,14.33159722,11.7746579,76.31597222,3.519097222,271.2152778,342.2013889,93.37152778,105.8333333,1.661720165,80.14983094,13.72348592,0,13.72348592,16.91472085
 09/12,11.921875,10.35439147,84.14236111,1.958680556,154.6875,327.6458333,91.15509259,76.08333333,0.924890325,84.98036636,13.72226857,0,13.72226857,17.00496246
 09/13,12.36076389,10.59423294,83,0.621527778,129.7222222,328.4618056,93.1724537,87.79166667,0.29348585,74.23692906,13.71710011,0,13.71710011,16.75236521
 09/14,12.02673611,10.81998234,88.13541667,1.759027778,97.04861111,320.4340278,83.49768519,16.75,0.830614144,68.44365109,13.71219937,0,13.71219937,16.5029152
 09/15,12.69965278,12.15619994,94.19097222,2.996180556,78.54166667,350.9895833,70.77662037,6.166666667,1.41479855,21.50143989,13.69725898,0,13.69725898,15.48443216
 09/16,12.821875,11.67045973,88.01736111,3.099305556,82.74305556,338.4340278,82.83796296,19.875,1.463494247,15.65145131,13.68723851,0,13.68723851,15.10073411
 09/17,13.64270833,12.66373537,90.03125,3.8625,37.56944444,351.7291667,87.04861111,19.41666667,1.823875196,57.82565139,13.69065135,0,13.69065135,15.89714642
 09/18,15.88819444,14.0511955,83.15625,5.663194444,37.56944444,359.4409722,85.7974537,86.60185185,2.674164369,81.62142856,13.69534038,0,13.69534038,16.70312655
 09/19,14.66111111,12.08244408,75.17361111,5.807638889,25.27777778,348.7881944,82.94675926,89.75,2.742371137,91.9939018,13.69764518,0,13.69764518,17.29573446
 09/20,12.28506944,9.916082175,76.25347222,3.161458333,216.1458333,319.2986111,89.18055556,35.16666667,1.492842832,79.92105137,13.69359467,0,13.69359467,16.87548138
 09/21,13.84583333,11.34204753,77.11111111,1.95,313.4722222,325.9027778,83.75694444,33.29166667,0.920791361,64.50263587,13.68614357,0,13.68614357,16.45423904
 09/22,14.81319444,12.5155878,78.02777778,2.672222222,267.3263889,353.1597222,82.87152778,36.79166667,1.261825198,42.83403275,13.67647117,0,13.67647117,16.3181454
 09/23,13.025,10.16394801,72.47916667,3.175,256.6666667,315.0104167,51.42708333,219.9166667,1.499237216,45.78415364,13.67037277,0,13.67037277,16.402813
 09/24,11.51493056,9.261786858,75.58333333,6.769097222,276.1111111,322.6319444,66.95138889,142.2916667,3.196372433,78.94921296,13.67356451,0,13.67356451,16.84956223
 09/25,11.77777778,9.804515184,78.93055556,4.939236111,232.7083333,321.6631944,81.625,33.29166667,2.332310739,55.82896588,13.66689593,0,13.66689593,16.08780916
 09/26,13.73611111,12.34907898,85.56944444,3.486805556,254.8263889,341.9236111,60.95138889,6.5,1.646472017,58.89651742,13.66247324,0,13.66247324,16.10813788
 09/27,10.81145833,7.818999806,67.82291667,6.125,263.6458333,307.8958333,56.5,179,2.892229275,64.76405351,13.65936746,0,13.65936746,16.13236774
 09/28,8.625,6.395749353,73.90625,2.765972222,266.4583333,294.6180556,61.31481481,167.375,1.306094014,59.03014863,13.65452836,0,13.65452836,15.97115571
 09/29,9.409027778,7.125439665,75.88888889,2.345833333,232.7083333,300.4097222,69.30787037,138.625,1.107704137,21.00860329,13.64112562,0,13.64112562,15.30111128
 09/30,9.901388889,8.685800044,87.39930556,2.334027778,112.8125,316.21875,68.61805556,56.875,1.102129546,14.98689815,13.63143066,0,13.63143066,15.07851709
 10/01,9.282291667,7.036106273,75.41666667,3.263194444,177.0833333,300.4305556,70.07638889,84.70833333,1.540882694,0,13.62122874,0,13.62122874,19.11077437
 10/02,9.275347222,7.235332127,78.72222222,1.915972222,148.7847222,295.6423611,54.3900463,170.7083333,0.904723421,0,13.61361476,0,13.61361476,19.18523909
 10/03,8.355902778,6.915259647,84.42708333,1.403472222,145.625,298.8715278,69.34606481,68.58333333,0.662720563,0,13.60736083,0,13.60736083,19.12092322
 10/04,9.982986111,9.040860062,89.82638889,3.379861111,145.5902778,321.5798611,56.82523148,7.208333333,1.595972776,0,13.60153212,0,13.60153212,19.0627744
 10/05,11.67638889,9.9894402,82.27777778,3.625694444,239.9652778,326.7291667,63.35648148,74.625,1.712055447,0,13.58236997,215.7969669,13.58236997,19.11436964
 10/06,11.51597222,8.716382833,70.44791667,7.282986111,235.9722222,321.1770833,56.40972222,144.1666667,3.439031125,0,13.55238298,453.48831,13.55238298,19.08508832
 10/07,9.745833333,6.150301888,59.67361111,8.516666667,263.3333333,301.0798611,62.32986111,104.2083333,4.021575944,0,13.53296266,555.0553729,13.53296266,19.03074194
 10/08,10.13958333,8.074707045,75.97569444,6.763194444,222.8472222,318.5173611,63.51388889,12.58333333,3.193585137,0,13.51975308,530.1497791,13.51975308,19.0587856
 10/09,10.09375,8.731609908,84.69791667,3.760763889,245.8333333,318.75,62.85763889,13.58333333,1.775835333,0,13.51631224,469.30693,13.51631224,19.06304029
 10/10,7.110069444,5.122525037,76.54513889,3.497222222,227.0833333,290.2569444,63.47222222,57.5,1.651390774,0,13.50342817,552.4643076,13.50342817,19.05603339
 10/11,7.888194444,6.455867859,83.02083333,6.203472222,88.78472222,296.9131944,62.09490741,14.625,2.929283913,0,13.49000546,618.248345,13.49000546,19.03919903
 10/12,9.842013889,9.035676672,90.79861111,3.484027778,112.4305556,325.4375,62.48958333,34.45833333,1.645160348,0,13.48649732,508.499211,13.48649732,19.0631973
 10/13,9.112847222,7.869725234,86.06944444,2.954513889,168.6111111,308.6145833,60.80902778,26.25,1.39512352,0,13.47380424,627.1360481,13.47380424,19.02434497
 10/14,8.065277778,7.55075982,94.09027778,2.286458333,31.07638889,299.2152778,41.31018519,0.625,1.079667221,0,13.45588087,747.6419306,13.45588087,19.0131147
 10/15,11.24930556,10.56098531,92.24305556,4.238194444,57.98611111,347.9409722,40.89236111,0.75,2.001278375,0,13.45699982,535.9052576,13.45699982,19.0547644
 10/16,12.12777778,11.30770575,90.97569444,4.248958333,81.38888889,352.59375,45.97916667,8.458333333,2.006361091,0,13.46038899,440.1481754,13.46038899,19.09380491
 10/17,11.63541667,10.47646376,87.10763889,4.582638889,91.31944444,349.9722222,37.19097222,0,2.163925282,0,13.45626515,471.2119492,13.45626515,19.06442881
 10/18,13.56770833,13.19744236,96.13194444,4.514236111,90.38194444,360.1354167,36.20601852,0,2.131625442,0,13.45168507,428.2457117,13.45168507,19.09504669
 10/19,14.94201389,13.76674125,88.53472222,3.428472222,151.7708333,351.2048611,53.63425926,29.875,1.618926976,0,13.4560677,295.0093004,13.4560677,19.17063605
 10/20,11.59826389,10.68242218,90.45486111,1.498958333,237.8819444,326.0277778,51.02314815,59.31944444,0.707809171,0,13.44543485,444.2043386,13.44543485,19.07976494
 10/21,9.4125,8.619066309,91.55555556,2.372222222,140.1041667,300.6840278,51.04513889,36.55671296,1.120164989,0,13.42585062,600.2590389,13.42585062,19.02955399
 10/22,12.35763889,11.32011434,88.96527778,2.484027778,138.2638889,326.2881944,50.67476852,13.5,1.17295965,0,13.4251977,425.4174921,13.4251977,19.09975176
 10/23,11.06631944,10.5093608,93.71527778,3.024652778,107.9861111,330.4513889,34.58680556,0.166666667,1.428243153,0,13.4202769,469.6878166,13.4202769,19.05920804
 10/24,11.1125,10.38752318,92.29166667,2.2625,165.4861111,319.1631944,46.20023148,72.54166667,1.068354079,0,13.41569998,406.1537385,13.41569998,19.11170929
 10/25,13.30069444,12.51161628,91.86458333,4.315277778,147.9166667,350.84375,40.87847222,19.66666667,2.037677179,0,13.41263323,395.1912472,13.41263323,19.10851714
 10/26,14.34340278,12.79984012,84.44791667,5.549652778,166.9097222,339.9756944,46.33333333,14.25,2.620549915,0,13.40972382,356.7188258,13.40972382,19.11826113
 10/27,13.12708333,11.05266207,78.67708333,4.988541667,221.6319444,334.7708333,43.93287037,62.79166667,2.355592857,0,13.39996454,440.1202634,13.39996454,19.07310836
 10/28,8.686805556,6.759316489,77.38541667,2.716666667,226.3194444,296.9201389,44.72453704,26.16666667,1.282811896,0,13.38367954,582.160449,13.38367954,19.02411078
 10/29,2.7,1.348430648,80.95138889,1.541666667,79.16666667,259.8368056,28.93402778,161.3194444,0.727976076,0,13.36810731,619.1102687,13.36810731,19.04915893
 10/30,1.220833333,0.247346568,85.72222222,1.111458333,66.84027778,252.9791667,43.97222222,67.375,0.524831401,0,13.34938636,774.2808772,13.34938636,19.02192871
 10/31,1.742361111,0.740432906,86.80555556,0.421875,88.99305556,254.6840278,27.14930556,160.9166667,0.199209669,0,13.33672048,744.5625183,13.33672048,19.03105673
 11/01,8.453819444,6.610275811,78.37152778,3.871527778,272.8819444,312.2743056,37.13541667,76.25,1.828138119,0,13.32696656,806.573881,13.32696656,19.00516837
 11/02,6.126388889,5.043382832,85.55208333,3.832638889,324.3055556,297.1423611,37.60763889,16.33333333,1.809774758,0,13.30590894,968.2999925,13.30590894,18.98900687
 11/03,5.498958333,3.497381933,72.95833333,4.673958333,327.9166667,284.5243056,33.7349537,96.33333333,2.207046387,0,13.28158492,1098.246286,13.28158492,18.97907903
 11/04,6.09375,4.096079018,73.53125,4.280208333,329.1666667,291.375,32.18055556,99.41666667,2.021117362,0,13.27257064,1040.986105,13.27257064,18.98206594
 11/05,5.272569444,4.112570461,84.59027778,3.011805556,142.1527778,283.3402778,31.29976852,100.7083333,1.422176685,0,13.26770282,962.2806851,13.26770282,19.00391343
 11/06,5.245138889,4.408675945,89.09722222,1.970486111,85.38194444,300.6076389,37.90625,12.04166667,0.930464917,0,13.25731708,1031.082948,13.25731708,18.98962108
 11/07,7.000347222,5.869741572,85.67013889,2.838541667,72.11805556,310.9201389,37.76851852,21.33333333,1.340361356,0,13.25239683,954.7315793,13.25239683,19.00703678
 11/08,5.764583333,4.685554917,85.95486111,4.015972222,101.25,299.7222222,31.64583333,8.375,1.896344886,0,13.24164906,1029.310334,13.24164906,18.98870798
 11/09,5.940625,5.286810468,90.93402778,3.688541667,125.1388889,307.8854167,25.65972222,1.416666667,1.741731949,0,13.23042069,1064.599219,13.23042069,18.98228379
 11/10,10.465625,10.11535939,95.98958333,2.907986111,186.9444444,335.1180556,26.50462963,9.208333333,1.373153071,0,13.22089125,1054.625384,13.22089125,18.98366173
 11/11,10.725,9.210639859,83,3.120833333,218.8888889,324.3298611,31.19791667,53.04166667,1.473659678,0,13.22109231,933.941567,13.22109231,18.98519344
 11/12,12.70972222,12.31622148,95.70486111,3.271875,191.1458333,357.0381944,25.22106481,5.083333333,1.544981659,0,13.22659787,777.6171268,13.22659787,19.02011914
 11/13,12.40590278,11.26843013,87.85069444,4.115972222,206.4236111,338.7326389,33.05555556,35.125,1.943564956,0,13.23054055,700.1310384,13.23054055,19.02657874
 11/14,10.80833333,8.933801964,79.26388889,4.675,267.2569444,322.7118056,32.14351852,25.58333333,2.207538263,0,13.22355048,766.3220554,13.22355048,19.01968502
 11/15,10.61319444,8.570046244,76.77083333,5.161458333,252.9513889,322.0173611,30.80902778,11.125,2.437244228,0,13.21266378,824.2798547,13.21266378,19.01557777
 11/16,13.51840278,12.03390458,84.85069444,7.196527778,227.8125,352.3819444,27.98958333,9.875,3.39820544,0,13.20907527,746.6247482,13.20907527,19.02293935
 11/17,10.96145833,9.711619593,85.95833333,4.586458333,255.3472222,334.1041667,29.40625,10.125,2.165728826,0,13.19613081,906.3392187,13.19613081,18.98308369
 11/18,8.325694444,5.548061439,66.46875,6.196875,263.8194444,294.7743056,29.76388889,56.39236111,2.9261687,0,13.17855056,986.8797058,13.17855056,18.98638171
 11/19,6.546875,5.012606383,79.88194444,3.725,234.8611111,294.5069444,20.61689815,3.291666667,1.7589476,0,13.16635047,1025.91708,13.16635047,18.9858423
 11/20,3.835069444,2.676002472,83.60069444,3.409027778,265.5902778,282.0034722,28.4837963,63.89814815,1.609745296,0,13.15339649,1058.638071,13.15339649,18.98483633
 11/21,3.575,2.746901221,87.89583333,1.649305556,211.9791667,292.3958333,27.25231481,15.75,0.778803234,0,13.13988386,1125.291473,13.13988386,18.98113221
 11/22,0.432291667,0.08368581,94.50694444,0.680208333,172.2569444,268.6388889,23.26851852,27.875,0.32119485,0,13.12315672,1231.699164,13.12315672,18.98361064
 11/23,2.399305556,2.048963454,94.79166667,4.585763889,148.5763889,291.0520833,19.62268519,2.708333333,2.165400909,0,13.10931028,1253.051191,13.10931028,18.98264682
 11/24,4.006597222,3.292541704,89.60069444,5.966319444,90.90277778,299.1284722,19.33912037,3.5,2.817300206,0,13.09483912,1319.215785,13.09483912,18.96927629
 11/25,3.922916667,3.466904286,93.31944444,2.892013889,42.84722222,303.3854167,20.10416667,4.833333333,1.365610977,0,13.08658699,1285.482038,13.08658699,18.96280189
 11/26,6.011458333,4.382515088,78.19791667,7.483680556,17.15277778,302.3784722,24.41666667,10.25,3.533799182,0,13.08918144,1107.722128,13.08918144,18.98098272
 11/27,4.677083333,3.748118669,86.75,3.955555556,123.3680556,297.34375,23.96180556,9.75,1.867816094,0,13.0864163,1114.330578,13.0864163,18.98314024
 11/28,5.481944444,4.64688476,88.4375,3.162152778,165.9027778,307.7048611,23.37152778,9.416666667,1.493170749,0,13.07980398,1112.428663,13.07980398,18.9831314
 11/29,4.115972222,3.322330022,88.72569444,2.186458333,268.2291667,291.4340278,23.53125,12.32291667,1.032447151,0,13.07401483,1126.615059,13.07401483,18.97891985
 11/30,5.796875,4.048743384,76.23958333,3.292708333,45.59027778,306.1631944,22.89930556,9.166666667,1.554819173,0,13.06866301,1083.743102,13.06866301,18.98488885
 12/01,8.061805556,7.559997028,93.74652778,2.604513889,116.7361111,318.125,20.36111111,4.958333333,1.229853276,0,13.05765503,1181.194061,13.05765503,18.97614993
 12/02,6.045138889,5.640031817,94.50347222,2.219791667,234.5486111,309.8645833,20.40277778,4.416666667,1.048187174,0,13.04657162,1218.188928,13.04657162,18.9656419
 12/03,7.173611111,6.684240293,93.54513889,4.900694444,178.1597222,316.5451389,13.25694444,0,2.314111337,0,13.04193693,1138.340212,13.04193693,18.97995587
 12/04,8.351388889,7.877511413,94.08333333,2.927430556,201.5277778,321.6388889,19.34259259,2.75,1.382334752,0,13.04382389,1038.466669,13.04382389,18.98809782
 12/05,10.10416667,8.937834688,86.57986111,5.2125,198.9583333,319.0451389,19.05787037,40.375,2.461346138,0,13.0461614,941.0323559,13.0461614,19.00743601
 12/06,6.594097222,5.002620591,79.16319444,3.645833333,240.1736111,286.9930556,18.34259259,77.29166667,1.721565045,0,13.04330001,975.4723091,13.04330001,19.00194275
 12/07,7.142361111,5.742549804,82.31944444,5.539236111,209.8611111,289.6076389,19.88888889,12.91666667,2.615631158,0,13.03259523,1054.912719,13.03259523,18.98631853
 12/08,3.81875,3.13534861,90.40277778,2.686111111,231.5625,281.71875,18.11805556,69.08333333,1.268383541,0,13.01070015,1266.776893,13.01070015,18.96256153
 12/09,5.077777778,3.833519605,83.06944444,2.929513889,279.8958333,279.5069444,18.29398148,61.41666667,1.383318503,0,12.99958452,1242.972725,12.99958452,18.96436996
 12/10,5.692361111,4.434253996,83.24305556,2.632986111,256.0763889,277.7430556,18.76388889,58.91666667,1.243297879,0,13.0008256,1104.021118,13.0008256,18.98209692
 12/11,1.4625,1.09347724,94.37152778,0.709027778,112.2569444,266.2222222,17.95601852,76.04166667,0.334803412,0,12.99256395,1194.201464,12.99256395,18.98601887
 12/12,2.30625,2.29238625,99.78472222,1.925347222,134.0625,297.2395833,11.92592593,0,0.909150302,0,12.97835254,1285.772202,12.97835254,18.98090988
 12/13,3.331597222,3.120910195,96.77430556,2.891319444,121.7708333,303.9027778,11.84259259,0,1.36528306,0,12.96868412,1276.640111,12.96868412,18.97503586
 12/14,4.934375,3.950440286,86.42013889,3.582291667,188.5416667,295.6805556,19.16666667,13.75,1.691560625,0,12.96674405,1182.181048,12.96674405,18.97781178
 12/15,0.8375,0.766435625,98.72916667,2.326388889,162.7777778,272.1215278,17.34027778,27.58333333,1.098522457,0,12.94960231,1402.093044,12.94960231,18.97136419
 12/16,2.958333333,2.834897428,98.07986111,2.475694444,145.2430556,301.7708333,11.60416667,0,1.169024645,0,12.93570634,1412.545023,12.93570634,18.97185742
 12/17,3.702430556,2.591008887,83.70486111,4.190277778,245.2430556,282.3333333,15.30787037,2.5,1.978652091,0,12.93509032,1284.588853,12.93509032,18.98120785
 12/18,2.411111111,1.321716152,84.05208333,4.657986111,230.9722222,264.8715278,18.91782407,20.29166667,2.199504293,0,12.92999929,1305.831358,12.92999929,18.97891721
 12/19,7.695138889,6.758146062,88.28819444,4.668055556,222.5694444,306.2326389,18.95601852,42.95833333,2.204259091,0,12.93382946,1117.440449,12.93382946,18.98307691
 12/20,8.332638889,7.501880284,89.57638889,4.166666667,239.2708333,317.0381944,18.89236111,11.08333333,1.967502908,0,12.94175332,1025.814247,12.94175332,18.98920172
 12/21,4.687152778,2.719720904,72.15277778,4.090277778,264.9652778,275.9027778,19.13888889,38.75,1.931432022,0,12.93562143,1111.587617,12.93562143,18.97883656
 12/22,6.757986111,6.037135467,90.125,5.405208333,213.5069444,311.9236111,11.49305556,0,2.552343148,0,12.91626955,1297.767425,12.91626955,18.96185331
 12/23,11.14027778,10.33108289,90.875,5.0625,213.4375,338.9166667,18.2974537,2.958333333,2.390516033,0,12.91845018,1096.56262,12.91845018,18.98119956
 12/24,6.046527778,4.330682462,76.81597222,5.969791667,269.1319444,294.9722222,17.62615741,35.20833333,2.818939792,0,12.92524801,1016.048914,12.92524801,18.98628901
 12/25,3.326736111,2.676885254,90.06597222,4.101041667,211.4236111,277.2291667,16.43634259,8.166666667,1.936514737,0,12.90665774,1246.107094,12.90665774,18.98242755
 12/26,0.719097222,-0.066168305,87.04513889,3.311805556,184.1666667,259.3194444,17.94444444,71.75,1.563836895,0,12.89563204,1262.128972,12.89563204,18.98102875
 12/27,1.149652778,0.636273855,91.79513889,2.258680556,120,270.4930556,17.34375,69.04166667,1.066550535,0,12.88762269,1267.42096,12.88762269,18.98249484
 12/28,0.461458333,0.088847443,93.83333333,1.667013889,180.3819444,269.1354167,19.68402778,17.5,0.787165122,0,12.87647658,1353.69322,12.87647658,18.9782597
