Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Daily),Environment:Site Outdoor Air Relative Humidity [%](Daily),Environment:Site Wind Speed [m/s](Daily),Environment:Site Wind Direction [deg](Daily),Environment:Site Horizontal Infrared Radiation Rate per Area [W/m2](Daily),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](Daily),Environment:Site Direct Solar Radiation Rate per Area [W/m2](Daily),THERMAL ZONE: BOX:Zone Outdoor Air Wetbulb Temperature [C](Daily),THERMAL ZONE: BOX:Zone Outdoor Air Wind Speed [m/s](Daily),THERMAL ZONE: BOX:Zone Mean Air Temperature [C](Daily) 
 11/29,4.115972222,88.72569444,2.186458333,268.2291667,291.4340278,23.53125,12.32291667,3.322330022,1.032447151,7.277498855
 11/30,5.796875,76.23958333,3.292708333,45.59027778,306.1631944,22.89930556,9.166666667,4.048743384,1.554819173,6.266326725
 12/01,8.061805556,93.74652778,2.604513889,116.7361111,318.125,20.36111111,4.958333333,7.559997028,1.229853276,6.209652967
 12/02,6.045138889,94.50347222,2.219791667,234.5486111,309.8645833,20.40277778,4.416666667,5.640031817,1.048187174,7.129991711
 12/03,7.173611111,93.54513889,4.900694444,178.1597222,316.5451389,13.25694444,0,6.684240293,2.314111337,7.244280805
 12/04,8.351388889,94.08333333,2.927430556,201.5277778,321.6388889,19.34259259,2.75,7.877511413,1.382334752,7.792579179
 12/05,10.10416667,86.57986111,5.2125,198.9583333,319.0451389,19.05787037,40.375,8.937834688,2.461346138,8.557394014
 12/06,6.594097222,79.16319444,3.645833333,240.1736111,286.9930556,18.34259259,77.29166667,5.002620591,1.721565045,8.642607497
 12/07,7.142361111,82.31944444,5.539236111,209.8611111,289.6076389,19.88888889,12.91666667,5.742549804,2.615631158,6.903144552
 12/08,3.81875,90.40277778,2.686111111,231.5625,281.71875,18.11805556,69.08333333,3.13534861,1.268383541,5.634797005
 12/09,5.077777778,83.06944444,2.929513889,279.8958333,279.5069444,18.29398148,61.41666667,3.833519605,1.383318503,6.770767331
 12/10,5.692361111,83.24305556,2.632986111,256.0763889,277.7430556,18.76388889,58.91666667,4.434253996,1.243297879,7.261122449
 12/11,1.4625,94.37152778,0.709027778,112.2569444,266.2222222,17.95601852,76.04166667,1.09347724,0.334803412,6.640878205
 12/12,2.30625,99.78472222,1.925347222,134.0625,297.2395833,11.92592593,0,2.29238625,0.909150302,5.909251754
 12/13,3.331597222,96.77430556,2.891319444,121.7708333,303.9027778,11.84259259,0,3.120910195,1.36528306,5.838705104
 12/14,4.934375,86.42013889,3.582291667,188.5416667,295.6805556,19.16666667,13.75,3.950440286,1.691560625,5.308192557
 12/15,0.8375,98.72916667,2.326388889,162.7777778,272.1215278,17.34027778,27.58333333,0.766435625,1.098522457,4.307201971
 12/16,2.958333333,98.07986111,2.475694444,145.2430556,301.7708333,11.60416667,0,2.834897428,1.169024645,5.268122192
 12/17,3.702430556,83.70486111,4.190277778,245.2430556,282.3333333,15.30787037,2.5,2.591008887,1.978652091,5.735286283
 12/18,2.411111111,84.05208333,4.657986111,230.9722222,264.8715278,18.91782407,20.29166667,1.321716152,2.199504293,5.660647406
 12/19,7.695138889,88.28819444,4.668055556,222.5694444,306.2326389,18.95601852,42.95833333,6.758146062,2.204259091,6.78024216
 12/20,8.332638889,89.57638889,4.166666667,239.2708333,317.0381944,18.89236111,11.08333333,7.501880284,1.967502908,7.914266952
 12/21,4.687152778,72.15277778,4.090277778,264.9652778,275.9027778,19.13888889,38.75,2.719720904,1.931432022,6.420949869
 12/22,6.757986111,90.125,5.405208333,213.5069444,311.9236111,11.49305556,0,6.037135467,2.552343148,5.449616609
 12/23,11.14027778,90.875,5.0625,213.4375,338.9166667,18.2974537,2.958333333,10.33108289,2.390516033,7.736672641
 12/24,6.046527778,76.81597222,5.969791667,269.1319444,294.9722222,17.62615741,35.20833333,4.330682462,2.818939792,8.378487059
 12/25,3.326736111,90.06597222,4.101041667,211.4236111,277.2291667,16.43634259,8.166666667,2.676885254,1.936514737,6.758756412
 12/26,0.719097222,87.04513889,3.311805556,184.1666667,259.3194444,17.94444444,71.75,-0.066168305,1.563836895,6.084777075
 12/27,1.149652778,91.79513889,2.258680556,120,270.4930556,17.34375,69.04166667,0.636273855,1.066550535,5.903978311
 12/28,0.461458333,93.83333333,1.667013889,180.3819444,269.1354167,19.68402778,17.5,0.088847443,0.787165122,4.088329296
 12/29,1.814236111,95.35069444,2.612847222,187.1527778,284.3993056,15.19791667,1.583333333,1.526135026,1.233788282,3.377051374
 12/30,6.214236111,99.59027778,1.482986111,169.9652778,320.3993056,11.81597222,0,6.184867534,0.700267077,5.7147359
 12/31,6.257638889,83.00347222,4.375,298.3680556,293.3159722,18.92708333,23.95833333,5.016196201,2.065878054,7.085917482
